date,open,high,low,close,volume,diff,ration,real
2018/3/15,62.2,62.4,61.7,61.8,3053,5.8,0.093851133,2
2018/3/16,61.6,63.2,61.5,62.3,7621,3.7,0.059390048,2
2018/3/19,62.3,63.1,62.2,62.4,2807,1.5,0.024038462,1
2018/3/20,61.6,62.3,61.6,62,2381,1,0.016129032,1
2018/3/21,62.3,67.6,62.3,67.6,18176,-0.6,-0.00887574,1
2018/3/22,68.6,70.5,65.8,66,22768,0.2,0.003030303,1
2018/3/23,64,64.9,63.5,63.9,8797,2.4,0.037558685,2
2018/3/26,63.2,64.4,63,63,5218,3.3,0.052380952,2
2018/3/27,63,68.3,63,67,29633,1.1,0.01641791,1
2018/3/28,67,68.6,65.3,66.2,19471,1.1,0.016616314,1
2018/3/29,66.1,67.3,66.1,66.3,8662,1.3,0.019607843,1
2018/3/30,67,68,66.3,66.3,7291,0.2,0.003016591,1
2018/3/31,67,68.7,66.5,68.1,12529,-3.6,-0.052863436,0
2018/4/2,69,70.4,67.3,67.3,13168,-3.6,-0.053491828,0
2018/4/3,67,67.8,66.5,67.6,7789,-4,-0.059171598,0
2018/4/9,70,70,66.2,66.5,9464,-3.5,-0.052631579,0
2018/4/10,66,66.6,64,64.5,8599,-2.4,-0.037209302,0
2018/4/11,64.7,65.3,63.4,63.7,6297,-1.9,-0.029827316,1
2018/4/12,64,64.5,63.3,63.6,4001,-1.8,-0.028301887,1
2018/4/13,64.2,64.5,63,63,4676,-1.5,-0.023809524,1
2018/4/16,63,63.4,61.9,62.1,5043,0.4,0.006441224,1
2018/4/17,62.9,63.8,60.8,61.8,8611,-0.6,-0.009708738,1
2018/4/18,62.3,62.5,61.2,61.8,4933,-1.8,-0.029126214,1
2018/4/19,62.1,62.3,61.4,61.5,4087,-0.8,-0.01300813,1
2018/4/20,61.5,62.5,61.2,62.5,3889,-5.1,-0.0816,0
2018/4/23,62.1,62.8,61.2,61.2,3122,-6.2,-0.10130719,0
2018/4/24,61.5,61.8,60,60,3769,0.5,0.008333333,1
2018/4/25,60.1,61.1,60,60.7,2107,-2.3,-0.037891269,0
2018/4/26,61,61.4,57.3,57.4,6607,0.7,0.012195122,1
2018/4/27,58.1,58.4,55,55,11225,3.5,0.063636364,2
2018/4/30,56,60.5,55.4,60.5,14547,-3.8,-0.062809917,0
2018/5/2,60.5,60.5,58.1,58.4,9881,-0.9,-0.015410959,1
2018/5/3,58.3,59,57.8,58.1,4075,-1.7,-0.029259897,1
2018/5/4,58.9,59.8,58.5,58.5,3772,-2,-0.034188034,0
2018/5/7,58.5,58.9,56.1,56.7,7145,-0.3,-0.005291005,1
2018/5/8,58,59.5,57.2,57.5,14693,-0.7,-0.012173913,1
2018/5/9,57.5,57.8,56.3,56.4,5425,1.4,0.024822695,1
2018/5/10,57,57.5,56.2,56.5,3775,1.9,0.033628319,2
2018/5/11,56.5,57.2,56.3,56.4,4483,3.1,0.054964539,2
2018/5/14,57,57.4,56.4,56.8,4174,1.5,0.026408451,1
2018/5/15,57.2,59.4,57.1,57.8,8778,0.9,0.015570934,1
2018/5/16,59,59.4,58.4,58.4,6503,-0.3,-0.005136986,1
2018/5/17,59.1,62.1,58.7,59.5,13861,-2.3,-0.038655462,0
2018/5/18,59.9,60.1,58.3,58.3,5202,0.8,0.013722127,1
2018/5/21,58.7,59.6,58.7,58.7,4178,-0.5,-0.008517888,1
2018/5/22,59.4,59.6,58.1,58.1,4541,0.5,0.008605852,1
2018/5/23,58.4,58.6,57.1,57.2,3611,1.1,0.019230769,1
2018/5/24,58.1,59.6,58,59.1,8942,-0.6,-0.010152284,1
2018/5/25,58.5,58.7,57.9,58.2,4204,0.4,0.006872852,1
2018/5/28,59.5,59.6,58.5,58.6,4721,-0.1,-0.001706485,1
2018/5/29,58.7,59,58.1,58.3,2506,0.9,0.015437393,1
2018/5/30,58,59.3,57.8,58.5,5435,1.4,0.023931624,1
2018/5/31,59.2,59.4,58.3,58.6,5954,2,0.034129693,2
2018/6/1,58.2,59.1,58.2,58.5,3456,1.2,0.020512821,1
2018/6/4,58.9,59.4,58.7,59.2,4753,1,0.016891892,1
2018/6/5,59.4,60.7,58.9,59.9,8640,-0.3,-0.005008347,1
2018/6/6,60.3,61.6,60.1,60.6,6963,-1.4,-0.02310231,1
2018/6/7,61.2,61.5,59.6,59.7,5827,0.2,0.003350084,1
2018/6/8,60.3,61.2,60,60.2,4892,-0.7,-0.011627907,1
2018/6/11,60.4,60.7,59.5,59.6,3657,-0.3,-0.005033557,1
2018/6/12,59.7,60.3,59.2,59.2,3951,-0.2,-0.003378378,1
2018/6/13,59.6,60.3,59.5,59.9,3502,-3,-0.050083472,0
2018/6/14,60.2,60.8,59.5,59.5,4361,-3,-0.050420168,0
2018/6/15,59.6,59.8,59,59.3,7479,-2.6,-0.043844857,0
2018/6/19,59,60.5,59,59,4845,-2.4,-0.040677966,0
2018/6/20,59.5,59.5,56.4,56.9,7558,-0.9,-0.015817223,1
2018/6/21,57.1,57.9,56.4,56.5,3507,0.4,0.007079646,1
2018/6/22,56.5,57.2,56.1,56.7,3270,-0.9,-0.015873016,1
2018/6/25,57,57.4,56.6,56.6,2240,0.3,0.005300353,1
2018/6/26,56.5,56.5,55.5,56,3215,0.6,0.010714286,1
2018/6/27,56.6,58.2,56.4,56.9,4732,-4.1,-0.072056239,0
2018/6/28,56.5,56.8,55.8,55.8,3630,-5.2,-0.093189964,0
2018/6/29,56.3,57.2,56.2,56.9,3286,-5.6,-0.098418278,0
2018/7/2,56.8,57.5,56.6,56.6,2616,-4.9,-0.086572438,0
2018/7/3,56,56.4,52.5,52.8,13945,-0.9,-0.017045455,1
2018/7/4,51.7,52.3,50.3,50.6,9752,0.6,0.011857708,1
2018/7/5,51,52.3,50.9,51.3,4942,-0.2,-0.003898635,1
2018/7/6,51.5,52.2,50.5,51.7,3685,-0.3,-0.005802708,1
2018/7/9,50.6,52.3,50.4,51.9,4349,0.9,0.01734104,1
2018/7/10,51.9,51.9,51.2,51.2,1952,1.6,0.03125,2
2018/7/11,50.7,51.9,50.7,51.1,3027,1.4,0.02739726,1
2018/7/12,51,51.7,51,51.4,2090,3.6,0.070038911,2
2018/7/13,51.5,52.8,51.4,52.8,3359,0.9,0.017045455,1
2018/7/16,53.5,53.5,52.2,52.8,2908,0.9,0.017045455,1
2018/7/17,53.4,53.4,52.3,52.5,3311,0.9,0.017142857,1
2018/7/18,53,55.9,52.6,55,12140,-1.7,-0.030909091,0
2018/7/19,54.8,54.9,53.6,53.7,4765,-0.3,-0.005586592,1
2018/7/20,54.2,54.4,53.5,53.7,2496,-0.5,-0.009310987,1
2018/7/23,53.8,54.5,53.3,53.4,2417,1.4,0.026217228,1
2018/7/24,53.6,54,53.2,53.3,2632,0.6,0.011257036,1
2018/7/25,53.3,53.8,53.2,53.4,1574,0.5,0.009363296,1
2018/7/26,53.5,53.8,53.2,53.2,1452,1.4,0.026315789,1
2018/7/27,53.2,55.1,53.2,54.8,4902,-0.8,-0.01459854,1
2018/7/30,54.4,54.7,53.7,53.9,2831,0.9,0.016697588,1
2018/7/31,53.9,55.2,53.9,53.9,3972,1.5,0.027829314,1
2018/8/1,54.4,55,54,54.6,2559,-2.2,-0.04029304,0
2018/8/2,54.4,55,53.9,54,3095,-1.4,-0.025925926,1
2018/8/3,54.6,54.8,54.3,54.8,2349,-3.2,-0.058394161,0
2018/8/6,55.1,55.7,54.9,55.4,3117,-8.35,-0.150722022,0
2018/8/7,54,54.4,51.2,52.4,10927,-5.35,-0.102099237,0
2018/8/8,52,52.8,51.6,52.6,3983,-6.45,-0.122623574,0
2018/8/9,52.1,52.2,51.6,51.6,2915,-8.75,-0.169573643,0
2018/8/10,51,51.3,46.7,47.05,18735,-3.5,-0.074388948,0
2018/8/13,47,47.9,45.2,47.05,9879,-3.85,-0.081827843,0
2018/8/14,47.25,47.35,45.25,46.15,6319,-4.05,-0.087757313,0
2018/8/15,46,46,42.85,42.85,13158,-0.8,-0.018669778,1
2018/8/16,42.4,43.75,41.2,43.55,8174,0.8,0.01836969,1
2018/8/17,43.7,44.6,43.15,43.2,5076,0.95,0.021990741,1
2018/8/20,43.2,43.55,41.9,42.1,4299,1.45,0.034441805,2
2018/8/21,42.1,42.75,41.85,42.05,4425,2.05,0.048751486,2
2018/8/22,42.6,45.75,42.55,44.35,15350,0.05,0.001127396,1
2018/8/23,44.05,44.2,43.35,44.15,4041,0.5,0.011325028,1
2018/8/24,43.95,43.95,43.35,43.55,2416,0.55,0.012629162,1
2018/8/27,43.95,44.4,43.75,44.1,2422,0.5,0.011337868,1
2018/8/28,44.35,44.45,44.1,44.4,2440,-0.95,-0.021396396,1
2018/8/29,44.5,45.4,44.25,44.65,3774,-0.3,-0.006718925,1
2018/8/30,45,45.05,44.05,44.1,2856,-0.65,-0.014739229,1
2018/8/31,43.55,44.85,43.55,44.6,5795,-1.9,-0.042600897,0
2018/9/3,44.7,45,43.45,43.45,3386,-3.55,-0.081703107,0
2018/9/4,43.85,44.35,43.45,44.35,2422,-7.15,-0.161217587,0
2018/9/5,44.05,44.1,43.45,43.45,2614,-4.65,-0.107019563,0
2018/9/6,43.2,43.7,42.6,42.7,2631,-3.4,-0.079625293,0
2018/9/7,42,42,39.45,39.9,12726,-0.6,-0.015037594,1
2018/9/10,39.5,40.15,37.05,37.2,11903,2.9,0.077956989,2
2018/9/11,37.8,39.75,37.6,38.8,8556,0.5,0.012886598,1
2018/9/12,38.5,39.3,38.15,39.3,4662,-0.8,-0.020356234,1
2018/9/13,39.2,39.65,39.1,39.3,3325,0.75,0.019083969,1
2018/9/14,39.75,40.65,39.55,40.1,5216,-0.7,-0.017456359,1
2018/9/17,40,40,38.95,39.3,4054,0.6,0.015267176,1
2018/9/18,39.2,39.75,38.5,38.5,4204,1.85,0.048051948,2
2018/9/19,38.9,40.45,38.9,40.05,6680,3,0.074906367,2
2018/9/20,40.3,40.5,39.4,39.4,3218,2.8,0.07106599,2
2018/9/21,40,40.85,39.85,39.9,5926,0.7,0.01754386,1
2018/9/25,40.05,40.7,40,40.35,3977,-0.45,-0.011152416,1
2018/9/26,41,43.95,40.9,43.05,15214,-3.55,-0.082462253,0
2018/9/27,42.7,42.75,41.75,42.2,6571,-3.3,-0.078199052,0
2018/9/28,42.45,42.45,40.6,40.6,6007,-1.55,-0.03817734,0
2018/10/1,40.65,40.8,39.8,39.9,5397,-1.5,-0.037593985,0
2018/10/2,40.4,40.4,39.1,39.5,5283,-4,-0.101265823,0
2018/10/3,39.65,40.15,38.9,38.9,5340,-5.15,-0.132390746,0
2018/10/4,38.9,39.4,38.5,39.05,7482,-8.65,-0.221510883,0
2018/10/5,38.6,38.7,36.4,38.4,9296,-7.3,-0.190104167,0
2018/10/8,37.2,37.5,34.7,35.5,18660,-3.4,-0.095774648,0
2018/10/9,35.6,35.65,33.75,33.75,13669,-1.9,-0.056296296,0
2018/10/11,30.6,31.7,30.4,30.4,14507,0.7,0.023026316,1
2018/10/12,30.8,31.2,30.4,31.1,8864,0.55,0.017684887,1
2018/10/15,30.4,33.1,30.05,32.1,9086,0.1,0.003115265,1
2018/10/16,31.35,32.25,31.35,31.85,5321,1.95,0.06122449,2
2018/10/17,32.5,32.85,31.1,31.1,6836,1.9,0.061093248,2
2018/10/18,31.2,32.15,31.2,31.65,5836,1.75,0.055292259,2
2018/10/19,31.35,32.5,30.8,32.2,7598,-0.5,-0.01552795,1
2018/10/22,32.2,33.8,31.75,33.8,7042,-2.65,-0.078402367,0
2018/10/23,33.75,33.75,32.8,33,5770,-1.3,-0.039393939,0
2018/10/24,33.85,35.4,33.4,33.4,16006,-0.7,-0.020958084,1
2018/10/25,32,32.4,31.65,31.7,9445,1.9,0.059936909,2
2018/10/26,32.1,32.4,31.1,31.15,6143,3.75,0.120385233,2
2018/10/29,31.2,31.95,31.15,31.7,5716,4,0.126182965,2
2018/10/30,31.95,33.8,31.85,32.7,7072,2.15,0.065749235,2
2018/10/31,33.45,33.9,32.75,33.6,8304,0.2,0.005952381,1
2018/11/1,34.1,35.2,34.1,34.9,10223,2.25,0.064469914,2
2018/11/2,35.4,35.85,34.65,35.7,10293,3.4,0.095238095,2
2018/11/5,35.5,36.05,34.6,34.85,5790,3.65,0.104734577,2
2018/11/6,34.8,35.55,33.6,33.8,7557,8.55,0.25295858,2
2018/11/7,34.5,37.15,34.45,37.15,11473,7.4,0.199192463,2
2018/11/8,38.2,40.45,37.4,39.1,23765,3.9,0.099744246,2
2018/11/9,39.1,40.2,38.1,38.5,13187,4.4,0.114285714,2
2018/11/12,39.4,42.35,39.4,42.35,21393,0.65,0.015348288,1
2018/11/13,41,46.55,40.5,44.55,70678,-2.7,-0.060606061,0
2018/11/14,43.8,45.5,43,43,28763,-0.2,-0.004651163,1
2018/11/15,43.2,44.05,42.35,42.9,22167,0.1,0.002331002,1
2018/11/16,43.85,45.4,42,43,30206,-0.4,-0.009302326,1
2018/11/19,42.95,44.05,41.65,41.85,16466,0.05,0.001194743,1
2018/11/20,42,43.3,41.85,42.8,20116,-1.4,-0.03271028,0
2018/11/21,42.55,43.45,42.5,43,17611,0.15,0.003488372,1
2018/11/22,43.6,45.3,42.4,42.6,27266,2.7,0.063380282,2
2018/11/23,42.85,43.3,41.65,41.9,12809,5.1,0.121718377,2
2018/11/26,42.9,42.95,41.2,41.4,14244,4.15,0.100241546,2
2018/11/27,41.9,43.15,41.7,43.15,11509,4.1,0.095017381,2
2018/11/28,43.8,45.3,43.4,45.3,18586,1.05,0.023178808,1
2018/11/29,46,49.6,45.85,47,36649,-0.55,-0.011702128,1
2018/11/30,47.9,49.3,45.35,45.55,90142,-3,-0.06586169,0
2018/12/3,46.55,47.4,45.65,47.25,25920,-4.45,-0.094179894,0
2018/12/4,47.25,47.8,46.25,46.35,12566,-6.85,-0.147788565,0
2018/12/5,45.35,47.1,45.35,46.45,12608,-7.3,-0.157158235,0
2018/12/6,46.75,46.75,42.15,42.55,21148,-3.1,-0.072855464,0
2018/12/7,43.75,43.95,42.75,42.8,9888,-3.9,-0.091121495,0
2018/12/10,41.6,41.9,39,39.5,19330,-0.85,-0.021518987,1
2018/12/11,40,40.35,38.9,39.15,13605,-1.4,-0.035759898,0
2018/12/12,39.8,40.1,39.35,39.45,12578,-0.65,-0.016476553,1
2018/12/13,39.75,39.8,38.25,38.9,12989,-0.75,-0.019280206,1
2018/12/14,39.6,39.6,38.2,38.65,11845,-2.75,-0.071151358,0
2018/12/17,38.95,39.3,37.15,37.75,10235,-1.45,-0.038410596,0
2018/12/18,38.45,39.35,38.15,38.8,17136,-2.8,-0.072164948,0
2018/12/19,38.95,39.1,38.05,38.15,10831,-1.55,-0.040629096,0
2018/12/20,37.8,37.8,35.6,35.9,18017,0.15,0.004178273,1
2018/12/21,35.45,36.75,35.2,36.3,10593,-0.1,-0.002754821,1
2018/12/22,35.95,36.4,35.6,36,2794,0.5,0.013888889,1
2018/12/24,36.15,36.7,35.7,36.6,4270,-1.25,-0.034153005,0
2018/12/25,35.65,36.4,35.5,36.05,5063,0.05,0.001386963,1
2018/12/26,36.25,38.35,36.2,36.2,11554,-0.1,-0.002762431,1
2018/12/27,37,37.15,36.45,36.5,9191,0,0,1
2018/12/28,36.65,36.75,34.75,35.35,18481,1.35,0.038189533,2
2019/1/2,35.8,36.2,35.25,36.1,6930,0.9,0.024930748,1
2019/1/3,36.15,37.05,35.6,36.1,9068,-0.75,-0.020775623,1
2019/1/4,35.6,36.5,35,36.5,7690,-1.9,-0.052054795,0
2019/1/7,37.3,37.8,36.7,36.7,9074,-3.1,-0.084468665,0
2019/1/8,37,37.5,36.85,37,6969,-3.4,-0.091891892,0
2019/1/9,37.3,37.6,35.35,35.35,23370,-1.55,-0.043847242,0
2019/1/10,35.3,35.55,34.3,34.6,18263,-0.55,-0.015895954,1
2019/1/11,34.65,35,33.45,33.6,21718,-0.75,-0.022321429,1
2019/1/14,34,34.8,33.6,33.6,22105,-0.65,-0.019345238,1
2019/1/15,33.7,34.1,33.6,33.8,10576,0.3,0.00887574,1
2019/1/16,34.05,34.3,33.85,34.05,9035,-0.05,-0.001468429,1
2019/1/17,34.2,34.4,32.35,32.85,26113,1.65,0.050228311,2
2019/1/18,32.9,33.15,32.7,32.95,9508,1.5,0.04552352,2
2019/1/21,33.15,35.2,33.1,34.1,22415,0.7,0.020527859,1
2019/1/22,34.3,34.7,33.8,34,14246,3.95,0.116176471,2
2019/1/23,34.1,34.8,34.1,34.5,14113,2.5,0.072463768,2
2019/1/24,34.75,34.9,34.35,34.45,8221,2.1,0.06095791,2
2019/1/25,34.75,35.1,34.5,34.8,15920,2,0.057471264,2
2019/1/28,35.65,37.95,35.5,37.95,37609,-0.85,-0.022397892,1
2019/1/29,37.95,37.95,36.6,37,23519,-0.8,-0.021621622,1
2019/1/30,37.2,37.3,36.5,36.55,11840,-0.05,-0.001367989,1
2019/2/11,37.3,37.3,36.4,36.8,8966,-1.45,-0.039402174,0
2019/2/12,36.85,37.7,36.85,37.1,9665,-1.2,-0.032345013,0
2019/2/13,37.25,37.35,36.05,36.2,14497,0.35,0.009668508,1
2019/2/14,36.2,37.35,36.15,36.5,11603,0.5,0.01369863,1
2019/2/15,35.7,36,35.15,35.35,13337,1.2,0.033946252,2
2019/2/18,35.65,36.5,35.55,35.9,9063,1.2,0.033426184,2
2019/2/19,36.05,36.85,36.05,36.55,8821,1.45,0.039671683,2
2019/2/20,36.95,37.8,36.55,37,13629,0.45,0.012162162,1
2019/2/21,37.35,37.35,36.45,36.55,9164,0.25,0.006839945,1
2019/2/22,36.75,37.5,36.6,37.1,11980,0.8,0.021563342,1
2019/2/25,37.6,39.25,37.5,38,30491,-0.5,-0.013157895,1
2019/2/26,38.05,38.4,37.35,37.45,14755,-0.2,-0.005340454,1
2019/2/27,37.45,37.65,36.65,36.8,9735,-1.2,-0.032608696,0
2019/3/4,36.95,37.95,36.8,37.9,11374,-1.9,-0.050131926,0
2019/3/5,38,38.45,37.35,37.5,10948,-1.25,-0.033333333,0
2019/3/6,37.5,37.65,37.2,37.25,4960,-1.25,-0.033557047,0
2019/3/7,36.7,36.85,35.35,35.6,20417,0.6,0.016853933,1
2019/3/8,35.5,36,34.9,36,9022,0.8,0.022222222,1
2019/3/11,35.95,37,35.8,36.25,11229,1.2,0.033103448,2
2019/3/12,36.35,36.65,36,36,6671,5.15,0.143055556,2
2019/3/13,36.75,36.75,36.05,36.2,4675,3.35,0.092541436,2
2019/3/14,36.6,37.2,36.5,36.8,13656,3.55,0.096467391,2
2019/3/15,37.4,38.25,37,37.45,22161,2.65,0.070761015,2
2019/3/18,38.2,41.15,37.9,41.15,48134,-0.55,-0.013365735,1
2019/3/19,41.75,42.55,39.55,39.55,53653,-0.7,-0.017699115,1
2019/3/20,40.25,40.95,39.75,40.35,24005,-1.15,-0.02850062,1
2019/3/21,40.5,40.8,40.05,40.1,15608,-0.25,-0.006234414,1
2019/3/22,40.5,42.45,40.4,40.6,33105,-1.05,-0.025862069,1
2019/3/25,39.7,39.85,38.8,38.85,15833,1.1,0.028314028,1
2019/3/26,39.4,39.7,39.15,39.2,10464,0.95,0.024234694,1
2019/3/27,39.75,40.7,39.6,39.85,17133,0.95,0.023839398,1
2019/3/28,39.85,40.3,39.2,39.55,10525,0.9,0.022756005,1
2019/3/29,40.15,40.4,39.75,39.95,16254,0.95,0.023779725,1
2019/4/1,40.4,40.5,40,40.15,10901,1.85,0.04607721,2
2019/4/2,40.6,41.95,40.45,40.8,24702,3.45,0.084558824,2
2019/4/3,41,41.05,40.3,40.45,12789,2.55,0.063040791,2
2019/4/8,42,42.15,40.9,40.9,23825,2.85,0.069682152,2
2019/4/9,40.9,42.2,40.85,42,24469,1.9,0.045238095,2
2019/4/10,42.35,45.7,42.2,44.25,70506,0.25,0.005649718,1
2019/4/11,44.1,44.35,42.8,43,25897,1.3,0.030232558,2
2019/4/12,43.3,44.3,43.3,43.75,22795,-1.6,-0.036571429,0
2019/4/15,44.5,44.5,43.2,43.9,18181,-1.2,-0.027334852,1
2019/4/16,44.1,44.5,43.75,44.5,12269,-1.35,-0.030337079,0
2019/4/17,45.35,45.9,44.3,44.3,18546,-1.7,-0.038374718,0
2019/4/18,44.7,44.85,42.15,42.15,18827,0.3,0.007117438,1
2019/4/19,42.85,43.5,42.1,42.7,13225,-0.7,-0.016393443,1
2019/4/22,43.3,43.85,42.9,43.15,10298,-1.95,-0.045191194,0
2019/4/23,43.2,43.3,42.35,42.6,7353,-1.4,-0.03286385,0
2019/4/24,43,43.2,42.35,42.45,8042,-0.65,-0.015312132,1
2019/4/25,42.2,42.3,41.7,42,7574,1.05,0.025,1
2019/4/26,41.6,41.85,41.2,41.2,7300,1.7,0.041262136,2
2019/4/29,41.2,41.8,40.5,41.2,8159,0.3,0.007281553,1
2019/4/30,41.2,41.8,40.75,41.8,5903,-2.6,-0.062200957,0
2019/5/2,42.1,43.25,42,43.05,14834,-5.55,-0.128919861,0
2019/5/3,42.75,43.15,42.6,42.9,7125,-5.7,-0.132867133,0
2019/5/6,42.6,42.6,41.5,41.5,10095,-5.05,-0.121686747,0
2019/5/7,39.45,40.1,38.8,39.2,29775,-3.8,-0.096938776,0
2019/5/8,38.3,38.95,36.7,37.5,20038,-1.85,-0.049333333,0
2019/5/9,38,38.5,36.8,37.2,12869,-0.5,-0.01344086,1
2019/5/10,37.4,37.85,35.8,36.45,17252,-0.95,-0.0260631,1
2019/5/13,36.45,36.65,35.3,35.4,9673,-0.85,-0.024011299,1
2019/5/14,34.2,35.95,34.2,35.65,11635,-1.1,-0.03085554,0
2019/5/15,36.9,37,36,36.7,11930,-0.05,-0.001362398,1
2019/5/16,36.75,36.85,35.5,35.5,7860,0.6,0.016901408,1
2019/5/17,36,36.2,34.35,34.55,10735,1.1,0.031837916,2
2019/5/20,35,35.1,34.1,34.55,5464,1.6,0.046309696,2
2019/5/21,34.7,36.65,34.5,36.65,11935,-0.85,-0.02319236,1
2019/5/22,36.85,36.85,35.9,36.1,7463,-0.05,-0.001385042,1
2019/5/23,35.8,35.9,35.25,35.65,4979,0.05,0.001402525,1
2019/5/24,35.75,36.45,35.75,36.15,5831,0.1,0.002766252,1
2019/5/27,36.8,36.8,35.8,35.8,5101,0.3,0.008379888,1
2019/5/28,36.1,36.6,35.95,36.05,4375,-0.95,-0.026352288,1
2019/5/29,35.75,36.05,35.6,35.7,4564,-0.55,-0.015406162,1
2019/5/30,36,36.5,35.85,36.25,4278,-1.4,-0.03862069,0
2019/5/31,36.3,36.65,36,36.1,5821,-1.15,-0.031855956,0
2019/6/3,35.7,35.7,34.95,35.1,7913,0.4,0.011396011,1
2019/6/4,35.15,35.55,34.85,35.15,4682,0.85,0.024182077,1
2019/6/5,35.6,36.05,34.85,34.85,7204,1.4,0.040172166,2
2019/6/6,35.15,35.25,34.8,34.95,4693,1.85,0.052932761,2
2019/6/10,35.6,35.7,35.35,35.5,4903,1.4,0.03943662,2
2019/6/11,35.7,36.65,35.5,36,9907,0.5,0.013888889,1
2019/6/12,36.05,36.4,35.8,36.25,4890,-0.15,-0.004137931,1
2019/6/13,36.45,37.55,36.35,36.8,14323,0.25,0.006793478,1
2019/6/14,37.15,37.25,36.75,36.9,5683,0.2,0.005420054,1
2019/6/17,36.85,37.25,36.5,36.5,4564,0.7,0.019178082,1
2019/6/18,36.65,36.8,36.05,36.1,3724,1.3,0.03601108,2
2019/6/19,36.6,37.1,36.5,37.05,8086,-0.3,-0.008097166,1
2019/6/20,37.5,37.6,36.95,37.1,6309,-0.3,-0.008086253,1
2019/6/21,37.35,37.65,36.9,37.2,8403,-0.5,-0.01344086,1
2019/6/24,37.4,37.5,37,37.4,4337,-0.85,-0.022727273,1
2019/6/25,37.65,38.05,36.7,36.75,9446,0.1,0.002721088,1
2019/6/26,36.6,36.85,36.35,36.8,2882,0.55,0.014945652,1
2019/6/27,37,37.1,36.7,36.7,3482,0.3,0.008174387,1
2019/6/28,36.95,36.95,36.55,36.55,2511,0.55,0.01504788,1
2019/7/1,36.8,37.3,36.8,36.85,4869,0.65,0.017639077,1
2019/7/2,37.1,37.6,37,37.35,5070,1.65,0.044176707,2
2019/7/3,37.55,37.55,36.9,37,4014,1.65,0.044594595,2
2019/7/4,37.3,37.35,37.05,37.1,2640,1.55,0.041778976,2
2019/7/5,37.35,37.5,37.1,37.5,3234,1.7,0.045333333,2
2019/7/8,39.2,40.2,38.8,39,23683,-0.1,-0.002564103,1
2019/7/9,39,39.2,38.35,38.65,9514,0.3,0.007761966,1
2019/7/10,38.7,39.05,38.55,38.65,5322,0.75,0.019404916,1
2019/7/11,39,39.4,38.9,39.2,9101,1.35,0.034438776,2
2019/7/12,39.65,39.65,38.85,38.9,5346,0.65,0.016709512,1
2019/7/15,39,39.1,38.45,38.95,6032,0.2,0.005134788,1
2019/7/16,39,39.95,38.95,39.4,8658,-0.15,-0.003807107,1
2019/7/17,39.3,40.55,39.2,40.55,16291,-1.05,-0.025893958,1
2019/7/18,40.35,41,39.5,39.55,15344,-0.2,-0.00505689,1
2019/7/19,39.65,39.9,39.15,39.15,7615,1.1,0.028097063,1
2019/7/22,39.15,39.55,39.05,39.25,4362,1,0.025477707,1
2019/7/23,39.3,39.75,39.3,39.5,4663,0.6,0.015189873,1
2019/7/24,39.9,39.95,39.35,39.35,4341,-0.6,-0.015247776,1
2019/7/25,39.4,40.4,39.4,40.25,9978,-1.4,-0.034782609,0
2019/7/26,40.2,40.4,39.9,40.25,5234,-2.3,-0.057142857,0
2019/7/29,40.5,40.95,40.1,40.1,6613,-3.3,-0.082294264,0
2019/7/30,40.3,40.45,38.7,38.75,9918,-2.35,-0.060645161,0
2019/7/31,38.9,39.25,38.7,38.85,4227,-3,-0.077220077,0
2019/8/1,38.4,38.55,37.9,37.95,6928,-4.95,-0.130434783,0
2019/8/2,37.55,37.55,36.5,36.8,8681,-3.95,-0.107336957,0
2019/8/5,36.75,37,36.35,36.4,4902,-3.15,-0.086538462,0
2019/8/6,35.4,36.05,35.1,35.85,6260,-3.2,-0.089260809,0
2019/8/7,32.5,33.75,32.4,33,21694,0.25,0.007575758,1
2019/8/8,32.6,33.25,32.6,32.85,9467,0.85,0.02587519,1
2019/8/12,32.9,33.3,32.55,33.25,6721,0.95,0.028571429,1
2019/8/13,32.8,33.1,32.35,32.65,7550,1.3,0.039816233,2
2019/8/14,33.1,33.8,33.1,33.25,6907,0.5,0.015037594,1
2019/8/15,32.9,34.45,32.6,33.7,6298,0.25,0.007418398,1
2019/8/16,33.95,34.35,33.8,34.2,6441,-0.15,-0.004385965,1
2019/8/19,34.05,34.2,33.75,33.95,3697,0.15,0.004418262,1
2019/8/20,34,34.3,33.75,33.75,2910,0.1,0.002962963,1
2019/8/21,33.95,34.2,33.8,33.95,2904,0.45,0.013254786,1
2019/8/22,34.4,34.45,33.95,34.05,2404,0.7,0.020558003,1
2019/8/23,34.2,34.4,33.9,34.1,2513,0.5,0.014662757,1
2019/8/26,33.4,33.95,33.4,33.85,2998,0.9,0.026587888,1
2019/8/27,34.2,35,34.2,34.4,5302,0.5,0.014534884,1
2019/8/28,34.65,34.95,34.55,34.75,3194,0,0,1
2019/8/29,35,35.1,34.6,34.6,2281,0.65,0.018786127,1
2019/8/30,34.9,35.35,34.7,34.75,4510,0.75,0.021582734,1
2019/9/2,34.6,34.9,34.3,34.9,3166,1.3,0.037249284,2
2019/9/3,35.35,35.35,34.7,34.75,2395,2,0.057553957,2
2019/9/4,34.65,35.35,34.65,35.25,3653,0.6,0.017021277,1
2019/9/5,35.55,35.95,35.4,35.5,4309,1.75,0.049295775,2
2019/9/6,35.85,36.45,35.5,36.2,5740,0.85,0.023480663,1
